phone_id,number,owner_person_id,carrier
PH-0669,1505764497,P-0316,BSNL
PH-0670,07000268764,P-0272,Jio
PH-0671,08676497974,P-0093,Airtel
PH-0672,+916365604500,P-0312,Jio
PH-0673,03553730964,P-0221,Vi
PH-0674,6927711952,P-0152,Jio
PH-0675,6353059702,P-0255,Vi
PH-0676,05128276364,P-0291,Jio
PH-0677,+911594898959,P-0307,Vi
PH-0678,05466345443,P-0179,Jio
PH-0679,04149169993,P-0415,BSNL
PH-0680,3449743946,P-0570,Airtel
PH-0681,00882230958,P-0097,BSNL
PH-0682,02973988941,P-0105,Airtel
PH-0683,+912109720217,P-0644,Jio
PH-0684,+917548534655,P-0064,Airtel
PH-0685,09220300449,P-0134,Airtel
PH-0686,04612939002,P-0411,Vi
PH-0687,5121375658,P-0646,Jio
PH-0688,9635957086,P-0597,Vi
PH-0689,+919931458434,P-0077,Jio
PH-0690,5663113885,P-0067,Airtel
PH-0691,+913423622033,P-0443,Airtel
PH-0692,07424631043,P-0095,Vi
PH-0693,7968680085,P-0126,Jio
PH-0694,2946902177,P-0473,Jio
PH-0695,01743043502,P-0173,BSNL
PH-0696,+918502289466,P-0405,BSNL
PH-0697,02752332829,P-0031,BSNL
PH-0698,+910202569133,P-0437,Airtel
PH-0699,+913033467711,P-0363,Airtel
PH-0700,6750762799,P-0192,Vi
PH-0701,05302453012,P-0287,BSNL
PH-0702,+919847230342,P-0153,Jio
PH-0703,+912847190172,P-0629,Airtel
PH-0704,+912405076487,P-0303,BSNL
PH-0705,1775461992,P-0422,BSNL
PH-0706,00658387272,P-0063,Jio
PH-0707,08122590956,P-0287,BSNL
PH-0708,08448237337,P-0141,BSNL
PH-0709,1212110187,P-0205,Airtel
PH-0710,0358690170,P-0646,Jio
PH-0711,04039251999,P-0392,Vi
PH-0712,05295171222,P-0492,BSNL
PH-0713,06433872205,P-0353,Vi
PH-0714,02216265496,P-0398,Vi
PH-0715,+913083344470,P-0185,Jio
PH-0716,08878995047,P-0327,Airtel
PH-0717,+912059685195,P-0031,Vi
PH-0718,+917749266329,P-0060,BSNL
PH-0719,5634277752,P-0543,Vi
PH-0720,+915920616581,P-0599,Airtel
PH-0721,+919205922941,P-0164,Jio
PH-0722,+915630295596,P-0254,Airtel
PH-0723,+916372629420,P-0273,Jio
PH-0724,06154980851,P-0225,BSNL
PH-0725,+913138004983,P-0364,Airtel
PH-0726,2112212154,P-0181,Airtel
PH-0727,1582686876,P-0607,Vi
PH-0728,00191854880,P-0368,Jio
PH-0729,04420062987,P-0361,Airtel
PH-0730,08735856646,P-0577,Airtel
PH-0731,4196234219,P-0505,Vi
PH-0732,+916221320410,P-0180,BSNL
PH-0733,02948314789,P-0039,Jio
PH-0734,1179726999,P-0602,Airtel
PH-0735,4981283180,P-0617,Airtel
PH-0736,+913666020005,P-0021,BSNL
PH-0737,+912853863105,P-0001,Vi
PH-0738,0524383805,P-0629,Airtel
PH-0739,2692990076,P-0134,Vi
PH-0740,6276332838,P-0182,Vi
PH-0741,6337618518,P-0061,Jio
PH-0742,02671368410,P-0152,Airtel
PH-0743,+913282339218,P-0114,Vi
PH-0744,3527918750,P-0075,Vi
PH-0745,07761065920,P-0406,Jio
PH-0746,8814319279,P-0345,Vi
PH-0747,06178159698,P-0331,Airtel
PH-0748,3845720266,P-0162,BSNL
PH-0749,06862959125,P-0499,Vi
PH-0750,03498992553,P-0179,Vi
PH-0751,4607429907,P-0229,Airtel
PH-0752,07296694179,P-0388,Vi
PH-0753,6708089747,P-0302,Airtel
PH-0754,08599464183,P-0182,Jio
PH-0755,8416734785,P-0587,BSNL
PH-0756,+916988164980,P-0582,Jio
PH-0757,04509286052,P-0187,Vi
PH-0758,+910262706648,P-0627,Airtel
PH-0759,0082484581,P-0580,Jio
PH-0760,+910889830574,P-0509,Airtel
PH-0761,8839974185,P-0340,Jio
PH-0762,03027500030,P-0244,Vi
PH-0763,5661995305,P-0328,Airtel
PH-0764,04184937846,P-0091,Vi
PH-0765,09087018726,P-0458,Jio
PH-0766,0013651034,P-0272,Airtel
PH-0767,04429906745,P-0256,Jio
PH-0768,08652406221,P-0359,Vi
PH-0769,05996725622,P-0111,Jio
PH-0770,+911905334704,P-0050,BSNL
PH-0771,04764845593,P-0449,BSNL
PH-0772,6521383507,P-0171,BSNL
PH-0773,+912455312900,P-0505,BSNL
PH-0774,3622117327,P-0360,BSNL
PH-0775,02648839585,P-0104,BSNL
PH-0776,5852294252,P-0592,Airtel
PH-0777,5161857591,P-0167,BSNL
PH-0778,01050805491,P-0076,Jio
PH-0779,07744735352,P-0302,Jio
PH-0780,07841715949,P-0327,Vi
PH-0781,03449305378,P-0108,Jio
PH-0782,0331836113,P-0351,Airtel
PH-0783,+918926087882,P-0385,Airtel
PH-0784,1527873048,P-0077,Jio
PH-0785,02515217465,P-0347,BSNL
PH-0786,3537801891,P-0032,BSNL
PH-0787,06734467177,P-0169,BSNL
PH-0788,6296914336,P-0161,Jio
PH-0789,+919994664509,P-0104,Vi
PH-0790,9900108985,P-0211,Airtel
PH-0791,03908352118,P-0420,Vi
PH-0792,6844246488,P-0289,Vi
PH-0793,09979572857,P-0244,Jio
PH-0794,09582819022,P-0051,BSNL
PH-0795,+917978912488,P-0586,BSNL
PH-0796,+919717059844,P-0158,Jio
PH-0797,01436728681,P-0370,Jio
PH-0798,+912303885681,P-0438,Jio
PH-0799,+919397814590,P-0302,BSNL
PH-0800,+919921779055,P-0205,Jio
PH-0801,+918669335158,P-0027,Airtel
PH-0802,0705326011,P-0175,Vi
PH-0803,3910382974,P-0084,BSNL
PH-0804,+915513609085,P-0119,Vi
PH-0805,1810450243,P-0408,BSNL
PH-0806,7361587366,P-0501,Vi
PH-0807,+917135896933,P-0094,BSNL
PH-0808,03900585615,P-0190,Vi
PH-0809,4731566397,P-0391,Vi
PH-0810,2551164369,P-0192,BSNL
PH-0811,+912837727028,P-0046,Vi
PH-0812,6660534281,P-0451,BSNL
PH-0813,04416101975,P-0270,Airtel
PH-0814,3584640510,P-0276,Jio
PH-0815,+918802730427,P-0155,Jio
PH-0816,03628144471,P-0088,Vi
PH-0817,9395309690,P-0555,BSNL
PH-0818,07649092288,P-0604,Airtel
PH-0819,09874551358,P-0567,Jio
PH-0820,7271743068,P-0397,BSNL
PH-0821,1164034398,P-0549,BSNL
PH-0822,1873877583,P-0295,Airtel
PH-0823,3364770413,P-0488,Vi
PH-0824,0909153860,P-0081,BSNL
PH-0825,+918262542041,P-0036,Airtel
PH-0826,2319057720,P-0176,BSNL
PH-0827,04100794193,P-0178,Airtel
PH-0828,+914538109794,P-0217,Airtel
PH-0829,+912248709872,P-0130,Jio
PH-0830,6496322517,P-0434,Jio
PH-0831,02240432611,P-0446,Airtel
PH-0832,9003468616,P-0643,Airtel
PH-0833,+910702867202,P-0610,Vi
PH-0834,+910953662195,P-0328,Jio
PH-0835,+916890057795,P-0090,BSNL
PH-0836,+910173259007,P-0570,BSNL
PH-0837,+919713072211,P-0566,Vi
PH-0838,+918690871672,P-0283,BSNL
PH-0839,+911045461719,P-0013,BSNL
PH-0840,+918170744360,P-0116,BSNL
PH-0841,+913442252160,P-0154,Airtel
PH-0842,+915239412094,P-0581,Jio
PH-0843,07726903265,P-0109,Jio
PH-0844,01327617948,P-0305,Vi
PH-0845,+912455985160,P-0421,Vi
PH-0846,+911191589126,P-0393,BSNL
PH-0847,6498647868,P-0586,BSNL
PH-0848,6237600884,P-0039,Airtel
PH-0849,07408378191,P-0283,BSNL
PH-0850,0749921640,P-0148,BSNL
PH-0851,+916983692353,P-0040,BSNL
PH-0852,08486470821,P-0340,Airtel
PH-0853,+919865462202,P-0051,BSNL
PH-0854,+912372055033,P-0276,Vi
PH-0855,+910008863467,P-0021,Vi
PH-0856,+919190088991,P-0311,Vi
PH-0857,+914160091692,P-0288,BSNL
PH-0858,+912737989790,P-0101,Airtel
PH-0859,00854818674,P-0138,Vi
PH-0860,03000998433,P-0454,Vi
PH-0861,01137118151,P-0276,BSNL
PH-0862,9854582942,P-0620,Jio
PH-0863,+913401535346,P-0193,BSNL
PH-0864,00756999449,P-0217,BSNL
PH-0865,4667201082,P-0497,Vi
PH-0866,00281822387,P-0058,Airtel
PH-0867,4026208581,P-0068,Vi
PH-0868,04527353642,P-0519,BSNL
PH-0869,+915700412918,P-0139,Jio
PH-0870,+918518161255,P-0178,Airtel
PH-0871,0461007923,P-0206,Jio
PH-0872,+914660012838,P-0256,Jio
PH-0873,+917101232961,P-0468,Jio
PH-0874,01204850766,P-0370,Airtel
PH-0875,03446042276,P-0281,Vi
PH-0876,+914601915305,P-0476,BSNL
PH-0877,03472435861,P-0127,Jio
PH-0878,06822512726,P-0248,Vi
PH-0879,00866656224,P-0501,BSNL
PH-0880,+919768784947,P-0182,BSNL
PH-0881,01290350061,P-0601,Vi
PH-0882,4897422354,P-0353,Airtel
PH-0883,+914046682121,P-0265,Jio
PH-0884,06495254920,P-0292,Jio
PH-0885,04411197388,P-0396,Jio
PH-0886,+918273063435,P-0167,Airtel
PH-0887,9488218849,P-0227,Airtel
PH-0888,08066405110,P-0212,Vi
PH-0889,+911254341230,P-0420,Jio
PH-0890,+916049860372,P-0010,BSNL
PH-0891,+918600320319,P-0136,Airtel
PH-0892,08999011400,P-0616,Jio
PH-0893,+914713171978,P-0230,Vi
PH-0894,00162590841,P-0623,Vi
PH-0895,4785501137,P-0282,BSNL
PH-0896,03582107288,P-0386,Vi
PH-0897,7807279037,P-0471,Vi
PH-0898,+916160881972,P-0224,BSNL
PH-0899,+913996477183,P-0310,BSNL
PH-0900,05307681024,P-0599,Jio
PH-0901,0855780024,P-0008,Vi
PH-0902,4323622169,P-0575,Vi
PH-0903,+916968574670,P-0306,Jio
PH-0904,07516913952,P-0494,Jio
PH-0905,+915016426107,P-0345,Vi
PH-0906,+913350842431,P-0333,Vi
PH-0907,8392484813,P-0268,Vi
PH-0908,+910416910530,P-0193,Airtel
PH-0909,+911516758646,P-0530,Airtel
PH-0910,3395348110,P-0059,BSNL
PH-0911,00147642789,P-0328,Airtel
PH-0912,01573855128,P-0027,BSNL
PH-0913,+917751239597,P-0303,Vi
PH-0914,1554260972,P-0429,BSNL
PH-0915,+916024465467,P-0398,Jio
PH-0916,02051710730,P-0598,Airtel
PH-0917,7156478370,P-0352,Airtel
PH-0918,+911754380274,P-0548,BSNL
PH-0919,+914857260292,P-0368,Vi
PH-0920,04686272884,P-0175,Airtel
PH-0921,+917664207632,P-0301,Jio
PH-0922,01353867625,P-0483,Airtel
PH-0923,2386879060,P-0265,Airtel
PH-0924,08869320553,P-0344,Jio
PH-0925,00508927396,P-0228,Vi
PH-0926,1597640535,P-0229,Vi
PH-0927,07078977554,P-0431,Vi
PH-0928,+916190384227,P-0381,Vi
PH-0929,+916273202227,P-0600,Vi
PH-0930,+911175769171,P-0475,Jio
PH-0931,02042985144,P-0482,Jio
PH-0932,6983052169,P-0650,Jio
PH-0933,+913922026980,P-0253,Airtel
PH-0934,+914264710680,P-0513,Jio
PH-0935,+917703163705,P-0391,Vi
PH-0936,0049332672,P-0339,Jio
PH-0937,04693172947,P-0155,Airtel
PH-0938,03808390654,P-0206,Vi
PH-0939,+912599851939,P-0420,BSNL
PH-0940,+912727281291,P-0147,Vi
PH-0941,03504960266,P-0185,Jio
PH-0942,06527284539,P-0500,Vi
PH-0943,04995070886,P-0647,Airtel
PH-0944,00675602080,P-0321,Jio
PH-0945,1929022154,P-0005,BSNL
PH-0946,+919044890932,P-0281,Airtel
PH-0947,+915333202351,P-0173,Airtel
PH-0948,+912555019354,P-0502,Jio
PH-0949,00369888439,P-0133,BSNL
PH-0950,+913324362962,P-0649,BSNL
