phone_id,number,owner_person_id,carrier
PH-0607,9516907018,P-0277,Jio
PH-0608,9461081823,P-0388,Vi (Vodafone Idea)
PH-0609,9113271672,P-0147,Airtel
PH-0610,9184643708,P-0311,BSNL
PH-0611,9640453426,P-0212,Vi (Vodafone Idea)
PH-0612,9113275526,P-0246,BSNL
PH-0613,9340863230,P-0220,Airtel
PH-0614,9612604642,P-0346,BSNL
PH-0615,9830955923,P-0065,Airtel
PH-0616,9694425527,P-0238,Jio
PH-0617,9340271240,P-0031,Vi (Vodafone Idea)
PH-0618,9965661638,P-0257,Vi (Vodafone Idea)
PH-0619,9119237294,P-0138,Jio
PH-0620,9915499713,P-0234,Vi (Vodafone Idea)
PH-0621,9260677223,P-0013,Airtel
PH-0622,9780202067,P-0384,BSNL
PH-0623,9285627380,P-0225,Airtel
PH-0624,9887125715,P-0286,Jio
PH-0625,9455589390,P-0290,Jio
PH-0626,9151697938,P-0293,BSNL
PH-0627,9100733897,P-0252,Vi (Vodafone Idea)
PH-0628,9433879270,P-0318,Vi (Vodafone Idea)
PH-0629,9928123020,P-0067,Jio
PH-0630,9786815488,P-0224,Jio
PH-0631,9931109347,P-0023,Vi (Vodafone Idea)
PH-0632,9177880216,P-0207,Vi (Vodafone Idea)
PH-0633,9810784787,P-0378,Jio
PH-0634,9455295629,P-0392,Vi (Vodafone Idea)
PH-0635,9772899961,P-0394,Airtel
PH-0636,9998806471,P-0202,Vi (Vodafone Idea)
PH-0637,9992815061,P-0374,Airtel
PH-0638,9260142678,P-0066,Jio
PH-0639,9572167680,P-0167,BSNL
PH-0640,9229151674,P-0143,BSNL
PH-0641,9984595578,P-0138,Jio
PH-0642,9780202067,P-0224,BSNL
PH-0643,9511289794,P-0230,BSNL
PH-0644,9961596686,P-0259,Vi (Vodafone Idea)
PH-0645,9809311588,P-0061,Vi (Vodafone Idea)
PH-0646,9184777341,P-0294,BSNL
PH-0647,9772899961,P-0211,Airtel
PH-0648,9861894343,P-0141,BSNL
PH-0649,9726016935,P-0096,Airtel
PH-0650,9752102334,P-0366,BSNL
PH-0651,9965661638,P-0087,Vi (Vodafone Idea)
PH-0652,9287048690,P-0086,Vi (Vodafone Idea)
PH-0653,9382824466,P-0381,Airtel
PH-0654,9154063666,P-0252,Airtel
PH-0655,9936621291,P-0381,Vi (Vodafone Idea)
PH-0656,9752102334,P-0008,BSNL
PH-0657,9406090918,P-0169,Jio
PH-0658,9956191734,P-0107,BSNL
PH-0659,9986170931,P-0112,Jio
PH-0660,9480968571,P-0032,Airtel
PH-0661,9682101860,P-0010,Vi (Vodafone Idea)
PH-0662,9468006578,P-0266,BSNL
